what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403261129700
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403261143561
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403261145178
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403261148247
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403261149479
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.line",1403261149491
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403261156592
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403261161032
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403261164577
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403261167387
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403261170120
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403261172487
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403261180470
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403264573952
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403264575297
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403264576440
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403264579868
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403264596727
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403264599813
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403264601692
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403264606273
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403264613705
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403264617922
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1403264627513
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1403264628197
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1403264629148
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1403264629806
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1403264632495
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1403264632663
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1403264632928
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1403264634010
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1403264634198
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1403264634665
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403264636035
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403264639708
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403264642478
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403264643010
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403264645336
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403264648117
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403264649303
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403264654724
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403264659054
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403264665989
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403264669207
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403264670749
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403264674165
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403264674734
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403264675421
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1403264733817
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403264738142
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403264739932
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403264743149
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403264744507
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403264744801
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403264746606
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403264749327
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403264837523
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403264843821
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403264846556
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403265365742
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403265373484
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1403265376472
