what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267357603
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267433438
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267434414
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267437272
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267439486
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267459270
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1403267466634
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267471712
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267472486
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267472700
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267478904
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1403267485109
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403267487522
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267496585
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267546070
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1403267559351
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1403267562131
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403267562897
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267566688
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267576756
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267577458
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267590332
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1403267613574
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1403267616263
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403267616618
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403267618915
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267619558
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267620017
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403267620901
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267621133
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267627662
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403267629848
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403267640580
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267641983
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267652753
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403267671178
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403267683250
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1403267685571
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1403267689896
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403267692053
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403267696470
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1403267713311
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1403267713482
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403267714035
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1403267715888
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1403267717300
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403267717718
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403267726762
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403267728689
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267738811
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267739489
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267740502
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267742357
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403267756822
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1403267772348
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1403267773375
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403267780947
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267792995
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267848103
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1403267878182
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1403267882726
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403267888169
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1403267890101
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403267890887
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1403267892626
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403267892961
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403267894959
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403267895408
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267895600
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267896837
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267897292
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267904391
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403267906076
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403267910763
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1403267918684
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267938651
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267975593
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267977275
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403267978496
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1403267997057
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403268002008
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1403268004084
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403268005300
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1403268007849
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1403268009534
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403268009924
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1403268018006
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1403268024035
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1403268025730
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403268026103
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403268029846
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403268036092
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1403268038824
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268045402
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268055325
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403268056398
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268058649
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268061078
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403268063138
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1403268085564
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1403268087655
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1403268094518
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403268095320
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268097123
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268102017
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403268103712
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268104143
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268107124
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268109488
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268111480
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268112019
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268115036
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403268118177
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1403268130208
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1403268139115
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403268140577
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1403268141432
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403268147138
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1403268199378
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1403268204815
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1403268204988
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1403268205154
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1403268205636
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1403268209985
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268211705
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268227197
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403268230408
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268237612
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268239324
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268241076
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268243362
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268244070
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268245685
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268248729
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268251098
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268252636
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268256008
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1403268258305
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403268259198
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268261723
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268264738
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403268269882
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1403268280057
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403268280603
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268284299
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268286111
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403268288659
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403268289473
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268290576
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268293124
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1403268295059
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403268296300
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268296864
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268301656
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268302323
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268304647
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403268307426
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1403268337876
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1403268358716
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1403268360440
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403268367427
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403268374451
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403268382397
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403268391397
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403268395788
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403268407803
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1403268417486
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403268418460
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403268426049
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1403268426135
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268432062
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268432430
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268432453
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268432502
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1403268432504
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268434032
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268434284
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1403268435034
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268438385
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268439590
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1403268439598
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1403268441610
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.launchShortcut.run",1403268444197
opened,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1403268447893
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1403268447931
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1403268450649
closed,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1403268450649
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268451151
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268453355
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403268454192
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1403268455595
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268457068
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268458108
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403268459251
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268459790
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268460489
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1403268463486
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1403268464312
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403268467100
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403268468304
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403268469456
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1403268474630
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403268475044
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1403268488120
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403268494567
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1403268502397
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403268514725
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268518043
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268518508
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268521142
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268523221
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403268524204
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1403268525902
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1403268529257
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403268533567
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268534523
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268536863
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268537657
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268539887
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403268541271
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268543944
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268546137
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268546644
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268548402
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1403268556217
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1403268560614
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1403268576176
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403268576887
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403268579514
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403268583318
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268584472
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403268586312
